LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
07f968e87092d5118521c9a06e8c2e003bb18dbe043003c6fe70aa4dcdcd3fe3,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
07f968e87092d5118521c9a06e8c2e003bb18dbe043003c6fe70aa4dcdcd3fe3,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
07f968e87092d5118521c9a06e8c2e003bb18dbe043003c6fe70aa4dcdcd3fe3,3,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
07fd4d18142a33be2bc6045c4055d2675807702f9d9d2ab19d437ddc81c72f3d,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
07fd4d18142a33be2bc6045c4055d2675807702f9d9d2ab19d437ddc81c72f3d,2,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
07fd4d18142a33be2bc6045c4055d2675807702f9d9d2ab19d437ddc81c72f3d,3,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3,,£15 - £30
07fd4d18142a33be2bc6045c4055d2675807702f9d9d2ab19d437ddc81c72f3d,4,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
08310dc0a5591bdfe380d374bc335f660d3e718d0e5b69de242109e4af077343,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
08310dc0a5591bdfe380d374bc335f660d3e718d0e5b69de242109e4af077343,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0845848ca2bd6daa5ceb1342b7a7275b317ddbc48390a944360146d2e358ea0d,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0845848ca2bd6daa5ceb1342b7a7275b317ddbc48390a944360146d2e358ea0d,2,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
08536504b68d1613b6aaee71f31bf5ebd91c33abb8eec4c70c3a84448687c731,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
08536504b68d1613b6aaee71f31bf5ebd91c33abb8eec4c70c3a84448687c731,2,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
08b7e6103e959b049c042b7048a9465d53c5386b5bf734c471438f150083845a,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
08b7e6103e959b049c042b7048a9465d53c5386b5bf734c471438f150083845a,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
08d033632d2992ad821b37a90e0bc224d975351b098c85d4328ce30a3d8ba37a,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
08d033632d2992ad821b37a90e0bc224d975351b098c85d4328ce30a3d8ba37a,2,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
090a2ff6a643493ad9594e42c8cd16c2d705ded1c7c13aec7706f1207ddb13b3,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
090aa38d1363dd075aa603ba1e6a0cb27f96a43272375fc44d9f41776cdff0fd,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
090e0f9e91695a37996b276bf2517f90f24869bdad9e17b75bbba2d222f92f55,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
090e0f9e91695a37996b276bf2517f90f24869bdad9e17b75bbba2d222f92f55,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
0916ea1ca221c6ae207f81703a52ab76953fc7640d1ad379843eb89a15fcb87d,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
091fefc1e4705160a23c277be687d8b95533d89857ffceb238159b75cddde8a4,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
091fefc1e4705160a23c277be687d8b95533d89857ffceb238159b75cddde8a4,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
0963e33f00a74a84fe47a864b8b8a475111a60012f5b5bc42dac0169d38ddec4,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0963e33f00a74a84fe47a864b8b8a475111a60012f5b5bc42dac0169d38ddec4,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£15
098aece643055e59ae373f4526383c3cbd4a368fa8652ff88c96c374d976c3f8,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
09b54a6c7fd907ebeaeaa548f37bcdbc2fd2b9de112a2112f6afd2bb84ee0db3,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
09b54a6c7fd907ebeaeaa548f37bcdbc2fd2b9de112a2112f6afd2bb84ee0db3,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
09b54a6c7fd907ebeaeaa548f37bcdbc2fd2b9de112a2112f6afd2bb84ee0db3,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£15
0a2071e1ad53f4aa5fcd8d329b930ec9d80ced117903d5f47c679a47c8e6d42d,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0a9f11d46645337dde48d8b9982459df4ac0fd96eab847f8a381584941313097,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2,,£15 - £30
0af03250644522e635853bea538d82620ad70c958957ae9c9de2bac1a47e616a,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0aff8f90e2dfd5907ecf1393d7450240161d118024e9f3acddb483a8f45bdfac,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
0b22b12500dc23444fa040f4ef27a1790c34de4acf96504bc2347ff96e64b8da,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0b22b12500dc23444fa040f4ef27a1790c34de4acf96504bc2347ff96e64b8da,2,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
0b49ce07f14a850e46aca2850848382bb56444f62db841dc6de625df9e169587,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0b49ce07f14a850e46aca2850848382bb56444f62db841dc6de625df9e169587,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0bc98bac0f9ff0df172980515b0f7425293cf4f10f353af34c87c2bc7f026f04,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0bc98bac0f9ff0df172980515b0f7425293cf4f10f353af34c87c2bc7f026f04,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0bcc7667152f314bcf9b8f6a708a3785594739d2e840106018ee633426b69c42,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0bde269c8d675985525e18d00e161761fd45515fa5806594eb20de76d32736ba,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0bfdfe1f0fe5e881aaa0a93d10169ec1e7bdc8341d1996085864bf3d071328f8,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
0c30d22a24aa9e73968355806dfbf558b852ece6b01e1c384d552bc12f349d32,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0c36294e51b4990f9be2f088d944641feb17ed1029a9e71e4a0810f4269bf7ac,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0c7fea5acfa7bcb93e86f495398346579d78b4ed55df17a1fdec5061dd01ffde,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0c7fea5acfa7bcb93e86f495398346579d78b4ed55df17a1fdec5061dd01ffde,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3,,£15 - £30
0c7fea5acfa7bcb93e86f495398346579d78b4ed55df17a1fdec5061dd01ffde,3,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
0c83b7c148f665492974f0add73993f0a9d07a9b6d38de960d320025e6a120e8,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0ca820e1b9966f799c7dcf20ef94c2c933997834ea108be337df7b3a92eeb72e,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0cd014259b64493dd9bafe3e25721a12ad52c6e8ab40e3226abd9583af5e2c56,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0cd014259b64493dd9bafe3e25721a12ad52c6e8ab40e3226abd9583af5e2c56,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0cf045287f96d1a554df2b4fe5eac282f65a1e5203973d2e64310c38f46d103a,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0cf045287f96d1a554df2b4fe5eac282f65a1e5203973d2e64310c38f46d103a,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0cf1beb398d64ffc42e56867f02d12ef29c59831cea813abc0cc43a76144ba38,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0d7173dbe9564469b964762d5118b80902f316797b0557ee83a3fabb1ed5bdd1,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0d7173dbe9564469b964762d5118b80902f316797b0557ee83a3fabb1ed5bdd1,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0d90dc3854e4893672c0e7f72222453569f269def50e6a049f736c6c038296ea,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0e15fc68fefa18c45c629ef91b3895440fec919b73ba443523764f35f8263783,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0e15fc68fefa18c45c629ef91b3895440fec919b73ba443523764f35f8263783,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
0e15fc68fefa18c45c629ef91b3895440fec919b73ba443523764f35f8263783,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£15
0e1f7eb21d5cca403936e6ed1d58b31aa299ed1e51bdf2295b3322c648902d46,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0e1f7eb21d5cca403936e6ed1d58b31aa299ed1e51bdf2295b3322c648902d46,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
0e72687f0fad684de6293aa3d0695a335735fea04485b97f338b5e787bdb7020,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0e72687f0fad684de6293aa3d0695a335735fea04485b97f338b5e787bdb7020,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0e72687f0fad684de6293aa3d0695a335735fea04485b97f338b5e787bdb7020,3,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0ea68a3d16338ae0bf17d6ffe6071e9d8e4ed1e9f2a4b972881a62e7ea4cedc9,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0ed508f7d279bec495c1aca64e6030fee7b6d772d61b7c51b8251e197ad1b3d0,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0ed508f7d279bec495c1aca64e6030fee7b6d772d61b7c51b8251e197ad1b3d0,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0ef537e563cbda7c6f70970fe89e59ce3e5f18f12d7683b25fb5a94717e71728,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
0f9c7b86b3bd8a00f5e0edae4cd21858b0fd50504477c9149740fb4762e931ac,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
0f9c7b86b3bd8a00f5e0edae4cd21858b0fd50504477c9149740fb4762e931ac,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
0f9c7b86b3bd8a00f5e0edae4cd21858b0fd50504477c9149740fb4762e931ac,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
0fa8170e22fa4686e6cf6951c43fa1d799cab0ca0725528b3efb6a5a3bbf23c5,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
0fb290c69f71094722338ab4266578f3d766ab6988cc782c81ab291f497b087b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
0fb290c69f71094722338ab4266578f3d766ab6988cc782c81ab291f497b087b,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
0ff8d6b1a7fb30e2ca23a2c88f2de870a6890044f5c3ddb775475d6a10a1c1cb,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
101dae1b0a2516d9b584285266f8614ff4f504c37783e71ae521a6ee1efd2447,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
101dae1b0a2516d9b584285266f8614ff4f504c37783e71ae521a6ee1efd2447,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
10331be7bb90a5fcba3186b83279735c4cd5cd0ce8714854c3822829f6bfa28d,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
10331be7bb90a5fcba3186b83279735c4cd5cd0ce8714854c3822829f6bfa28d,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£15
104ccc95ef5192bc93d1dec0eae3594347cd25ffd0510ddabb6d2b947232e3bf,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
105fc11122b3515d51707cf6546aefaffdab6b82c4c9ad007bb558cd9f8c94d2,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
105fc11122b3515d51707cf6546aefaffdab6b82c4c9ad007bb558cd9f8c94d2,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
106f54f1abc612b750ab094d5bdad83781dfb33736588bf702acb9fcc3875698,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
1073eec72a7f7f09d0b6b134152b8d359351fe9618d3269979e07d3c85cbbdc1,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
1073eec72a7f7f09d0b6b134152b8d359351fe9618d3269979e07d3c85cbbdc1,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
10b959c615537214956388ac12e9b8c892e82622a1778b1d225ec0bd59b9c316,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
1117821fc4b63824085cda8801a92958b22cea8fb8b1d111f3e8697891fac5ea,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
1117821fc4b63824085cda8801a92958b22cea8fb8b1d111f3e8697891fac5ea,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
11204cdfd347fe763adbcd65bf96122a8d1ece8ee28683bee095b8dce912c37b,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
112ce3e027cb18232341810ece12f62996fbd5c2b1ba49e39af566b9161f3d73,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
112ce3e027cb18232341810ece12f62996fbd5c2b1ba49e39af566b9161f3d73,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
1133821ffb2b84d9a1a24470d7a6f009973f736ac8a14773d0c5da801d8cbb4b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
1133821ffb2b84d9a1a24470d7a6f009973f736ac8a14773d0c5da801d8cbb4b,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
1140a803f9a3b6b123d1fb77ede2daf0ac390d2535017438d1295f9ba8e1bc9d,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
1140a803f9a3b6b123d1fb77ede2daf0ac390d2535017438d1295f9ba8e1bc9d,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
11466b966c7b40b78f28a002ce13a945aa0d50380a1bfe0349dc0ebd8b29f7ba,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
11466b966c7b40b78f28a002ce13a945aa0d50380a1bfe0349dc0ebd8b29f7ba,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2,,£15 - £30
115e86fa0ad64d34e66bff0e9b32aa080bf336bddbe818abedab861b8531025a,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
1163faa1bc81a56955ebf2d1cdc376776586dff01f93ffc9e8fd7a14f5045946,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
11822426cde33a36517d3c269ddc98fd7c19eb00a8d7f165827a2e5b4f7a4b66,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
11822426cde33a36517d3c269ddc98fd7c19eb00a8d7f165827a2e5b4f7a4b66,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
11822426cde33a36517d3c269ddc98fd7c19eb00a8d7f165827a2e5b4f7a4b66,3,Draught proofing,Draught proofing,10,,£80 - £120
119ed85d1d1df1d35753829abbfa1bfa9a7c8954e462f211ee46d6bb892a8e5f,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
11d312dce72e6fd1aed954ec85fcba01530f04ce6db2fb54c5fe23c33b05110d,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
11d312dce72e6fd1aed954ec85fcba01530f04ce6db2fb54c5fe23c33b05110d,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
11d312dce72e6fd1aed954ec85fcba01530f04ce6db2fb54c5fe23c33b05110d,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
12072b2ffa2efa188931a33d1c04bbf9a45e65fd2d667734236ba7397b5c95f8,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
125cdd0df5739a75987706e40e207e0310da5fda92e1dbd4d9d406194b447eae,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
12920b226a19db8333e18c84caf0b9cafa51d9b0ca8536b7a0959adeaef73681,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
129c5a5e21db6d3b64ff0b66741c8d3e8e855397df0976529c51a99c1a7e6746,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
129c5a5e21db6d3b64ff0b66741c8d3e8e855397df0976529c51a99c1a7e6746,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
12aa1bc1ad1c844757c860c19cf56e15463d99701cc811c058e386c224522f79,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
12e06967c6f45321bcc8fe547a9e49a5009a95133a0780e4aa1d79728f451ce7,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
12f443c0f55a4a56e6a346a1c4ceaa2aa7830233773d9879ae7374bc0506b230,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
132a109dfdf4cfc25abfd20f607e96e566a1966485a1fb8bf1ca639a1e50c50b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
13a678e957a5321981155003af1b863e1dd7aff05b0ebc08221fdc086711684b,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
13b42f1f7c7baf8a6198c01cc660969b5f6263e2fe7e07b68b69e252ef077a57,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2,,£15 - £30
13b95b0159d7f1f92da6715402cfe282351d12d84dc5a2bf24ed590321df091c,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
